platform,post_type,topic,day_of_week,is_weekend,post_hour,followers,hashtags_count,caption_length,sentiment,likes,comments,shares,engagement_rate
Instagram,Image,Tech,Wednesday,0,12,330735,30,268,Neutral,2250,314,396,0.895
Facebook,Reel,Fitness,Saturday,1,3,473597,9,522,Positive,8609,801,2600,2.536
Instagram,Text,Travel,Saturday,1,22,423120,8,529,Positive,9105,1462,2275,3.035
LinkedIn,Story,Tech,Tuesday,0,18,333232,12,507,Negative,6140,402,836,2.214
Twitter,Text,Fashion,Friday,0,21,238864,27,137,Positive,1630,243,83,0.819
LinkedIn,Image,Entertainment,Thursday,0,14,428711,16,300,Positive,7693,1278,2013,2.562
LinkedIn,Carousel,Food,Wednesday,0,9,93155,18,10,Neutral,2350,245,356,3.168
TikTok,Image,Fashion,Friday,0,10,280807,24,587,Positive,5595,1167,1073,2.79
LinkedIn,Reel,Fitness,Sunday,1,22,407955,22,161,Neutral,12427,2010,690,3.708
LinkedIn,Reel,Fitness,Monday,0,3,472091,18,378,Negative,6241,780,481,1.589
LinkedIn,Story,Food,Sunday,1,21,133925,17,297,Positive,3153,593,233,2.971
LinkedIn,Carousel,Business,Saturday,1,10,47421,16,543,Negative,1011,170,96,2.693
LinkedIn,Video,Fitness,Thursday,0,14,167013,5,494,Neutral,3473,293,829,2.751
Facebook,Image,Fashion,Friday,0,16,432049,12,468,Neutral,7704,1140,1603,2.418
Facebook,Carousel,Food,Wednesday,0,1,262152,26,389,Neutral,1365,190,207,0.672
TikTok,Carousel,Business,Monday,0,3,28224,1,80,Neutral,786,126,180,3.868
Twitter,Reel,Tech,Friday,0,3,60121,25,552,Positive,641,115,45,1.333
LinkedIn,Reel,Tech,Saturday,1,18,169883,17,46,Positive,5673,730,960,4.334
Facebook,Image,Fitness,Tuesday,0,1,171695,10,278,Negative,1743,139,517,1.397
Twitter,Video,Travel,Saturday,1,14,68095,3,233,Positive,1508,187,218,2.809
LinkedIn,Text,Fashion,Saturday,1,2,247325,23,240,Negative,1473,232,93,0.727
LinkedIn,Carousel,Travel,Saturday,1,18,239827,0,586,Neutral,4946,539,789,2.616
LinkedIn,Image,Fashion,Wednesday,0,23,100054,16,146,Negative,1464,99,315,1.877
Twitter,Story,Food,Wednesday,0,9,116506,5,352,Neutral,1753,170,196,1.819
YouTube,Reel,Fashion,Wednesday,0,5,332379,28,138,Neutral,2743,462,704,1.176
LinkedIn,Text,Fitness,Saturday,1,10,476060,5,547,Neutral,4897,362,920,1.298
TikTok,Video,Fitness,Sunday,1,16,498250,24,444,Neutral,10031,1154,1989,2.644
TikTok,Story,Entertainment,Wednesday,0,17,279881,17,254,Positive,8227,714,2344,4.032
LinkedIn,Image,Tech,Sunday,1,15,19729,1,57,Neutral,442,51,29,2.645
YouTube,Carousel,Food,Thursday,0,13,448916,22,100,Neutral,7402,624,1706,2.168
Instagram,Reel,Fashion,Wednesday,0,15,475285,27,153,Positive,10944,888,2754,3.069
YouTube,Story,Fitness,Monday,0,5,139390,6,249,Negative,1681,278,359,1.663
YouTube,Video,Travel,Friday,0,4,200478,30,532,Neutral,751,58,75,0.441
LinkedIn,Text,Entertainment,Friday,0,22,13475,24,80,Positive,156,12,20,1.395
TikTok,Video,Entertainment,Sunday,1,13,400701,23,350,Negative,7826,1203,1986,2.749
LinkedIn,Image,Business,Saturday,1,20,387939,10,214,Positive,10879,753,2229,3.573
Facebook,Carousel,Fashion,Monday,0,15,10803,3,37,Neutral,254,19,79,3.261
TikTok,Story,Tech,Thursday,0,10,351337,13,375,Neutral,10793,1245,1330,3.805
Facebook,Reel,Entertainment,Saturday,1,13,206234,25,425,Neutral,2958,331,539,1.856
Facebook,Carousel,Entertainment,Thursday,0,16,272973,18,576,Negative,3709,541,926,1.896
LinkedIn,Video,Fashion,Thursday,0,4,109558,20,308,Negative,1376,262,118,1.603
YouTube,Image,Tech,Saturday,1,11,407763,24,201,Neutral,6676,746,558,1.957
Twitter,Video,Fitness,Friday,0,17,202500,10,514,Negative,3161,453,594,2.078
Twitter,Image,Fitness,Friday,0,2,420122,1,155,Negative,3047,611,648,1.025
Instagram,Video,Entertainment,Thursday,0,1,74561,27,412,Negative,668,78,47,1.064
Instagram,Reel,Fitness,Tuesday,0,3,294157,19,566,Neutral,4755,845,992,2.241
Instagram,Image,Business,Thursday,0,14,155422,17,12,Positive,3679,500,591,3.069
Instagram,Image,Business,Sunday,1,5,482980,17,555,Positive,8367,1217,1119,2.216
YouTube,Text,Tech,Friday,0,10,278664,26,131,Neutral,1785,348,294,0.871
YouTube,Video,Fashion,Friday,0,3,359996,23,294,Neutral,3492,241,1073,1.335
TikTok,Carousel,Business,Monday,0,6,43551,20,162,Positive,1670,326,333,5.347
Instagram,Image,Fashion,Sunday,1,0,338599,24,95,Positive,6498,912,1736,2.701
Instagram,Video,Fashion,Tuesday,0,19,50988,8,424,Negative,1196,171,174,3.022
Facebook,Carousel,Business,Sunday,1,11,181030,22,294,Negative,2457,282,234,1.642
LinkedIn,Reel,Fashion,Thursday,0,4,111627,30,310,Negative,301,32,86,0.375
Twitter,Carousel,Fashion,Sunday,1,12,1628,7,295,Positive,46,3,8,3.518
Twitter,Text,Tech,Sunday,1,22,293350,17,450,Positive,3067,582,376,1.372
Facebook,Text,Travel,Saturday,1,19,120850,21,580,Positive,1070,170,277,1.255
TikTok,Video,Fitness,Sunday,1,21,256533,16,312,Negative,10677,1879,1125,5.333
Facebook,Video,Business,Friday,0,9,382078,30,101,Neutral,1235,132,307,0.438
Instagram,Carousel,Entertainment,Saturday,1,8,89489,12,203,Negative,2427,239,403,3.43
TikTok,Image,Fitness,Tuesday,0,7,355080,6,302,Neutral,8902,989,1940,3.332
YouTube,Reel,Business,Monday,0,7,148866,4,71,Neutral,4813,440,763,4.041
Instagram,Text,Fashion,Thursday,0,22,165845,26,145,Neutral,2003,239,149,1.442
Twitter,Video,Food,Saturday,1,3,288709,21,129,Negative,3437,670,559,1.616
TikTok,Carousel,Food,Saturday,1,20,312978,17,584,Neutral,9823,1607,250,3.732
TikTok,Video,Tech,Thursday,0,21,327870,13,246,Neutral,18099,2465,4207,7.555
YouTube,Text,Entertainment,Thursday,0,20,98046,12,528,Negative,682,81,197,0.979
Twitter,Reel,Fashion,Friday,0,15,290017,28,335,Neutral,2482,379,544,1.174
Twitter,Image,Travel,Sunday,1,20,132182,21,308,Negative,997,135,81,0.918
TikTok,Carousel,Food,Saturday,1,0,138821,29,563,Neutral,2199,325,219,1.976
Instagram,Image,Tech,Monday,0,19,473730,24,418,Negative,6366,780,382,1.589
Facebook,Carousel,Entertainment,Friday,0,12,50910,23,151,Neutral,948,62,165,2.308
LinkedIn,Video,Fashion,Wednesday,0,23,206883,17,176,Neutral,5834,441,1382,3.701
TikTok,Carousel,Tech,Saturday,1,2,219928,7,402,Positive,6525,1153,147,3.558
Instagram,Carousel,Food,Thursday,0,22,122871,20,11,Neutral,3787,559,142,3.653
LinkedIn,Video,Fashion,Sunday,1,13,392789,22,100,Positive,8310,1470,370,2.584
Twitter,Carousel,Entertainment,Thursday,0,2,243810,16,53,Neutral,3398,364,575,1.779
LinkedIn,Reel,Fashion,Friday,0,12,359843,0,431,Negative,5891,740,519,1.987
YouTube,Reel,Food,Monday,0,0,193814,29,270,Neutral,1478,167,388,1.049
Instagram,Image,Fashion,Sunday,1,1,448437,25,16,Neutral,5707,963,164,1.524
YouTube,Carousel,Tech,Tuesday,0,12,364899,10,447,Positive,9308,863,780,3.001
Twitter,Story,Tech,Wednesday,0,19,166927,15,396,Negative,1859,277,188,1.392
TikTok,Text,Travel,Saturday,1,2,481076,3,433,Neutral,6309,584,1757,1.798
Twitter,Video,Fashion,Sunday,1,6,432596,29,106,Neutral,2248,189,678,0.72
Facebook,Text,Tech,Thursday,0,9,296072,7,526,Positive,3625,282,389,1.451
TikTok,Image,Food,Thursday,0,12,8716,11,116,Positive,478,59,38,6.602
TikTok,Image,Fashion,Monday,0,0,295778,13,346,Positive,9598,1589,629,3.995
Instagram,Text,Food,Sunday,1,15,345576,8,339,Negative,4908,873,45,1.686
TikTok,Text,Entertainment,Monday,0,11,182734,19,139,Negative,2681,388,388,1.892
TikTok,Reel,Food,Monday,0,23,72375,30,231,Positive,959,119,73,1.59
Twitter,Carousel,Fitness,Thursday,0,7,282533,26,40,Positive,2235,397,453,1.092
YouTube,Story,Business,Monday,0,11,400855,16,288,Negative,6077,471,1806,2.084
LinkedIn,Carousel,Tech,Tuesday,0,1,160004,4,409,Neutral,2317,390,275,1.864
Twitter,Reel,Travel,Friday,0,22,228427,26,192,Positive,2350,394,390,1.372
Instagram,Image,Travel,Friday,0,20,1045,7,327,Neutral,43,6,7,5.372
TikTok,Image,Travel,Wednesday,0,8,352076,28,572,Positive,5397,344,843,1.87
Facebook,Reel,Fashion,Saturday,1,11,433115,12,148,Positive,11036,1095,3457,3.599
TikTok,Story,Travel,Friday,0,20,388287,16,181,Neutral,10251,1103,1331,3.267
LinkedIn,Story,Tech,Tuesday,0,7,215007,13,80,Negative,2868,580,573,1.87
Twitter,Video,Entertainment,Friday,0,5,23027,14,329,Negative,197,27,14,1.032
Instagram,Image,Fitness,Friday,0,5,246298,5,130,Positive,5707,789,1319,3.173
TikTok,Story,Tech,Saturday,1,16,470241,17,514,Neutral,11312,1380,1269,2.969
Instagram,Text,Travel,Tuesday,0,5,42208,12,181,Negative,583,95,61,1.751
Twitter,Video,Entertainment,Tuesday,0,2,107357,26,401,Negative,466,51,98,0.573
YouTube,Reel,Business,Wednesday,0,3,418636,14,121,Negative,7142,574,1934,2.305
YouTube,Story,Fashion,Wednesday,0,23,284316,29,200,Positive,2079,345,510,1.032
YouTube,Video,Entertainment,Sunday,1,20,85583,9,111,Positive,3738,412,814,5.8
YouTube,Reel,Fashion,Saturday,1,22,12618,10,335,Positive,622,70,160,6.756
LinkedIn,Reel,Fashion,Thursday,0,6,205605,1,26,Positive,6517,864,1666,4.4
Facebook,Text,Fashion,Thursday,0,10,297662,22,58,Positive,2807,257,398,1.163
YouTube,Text,Entertainment,Sunday,1,11,420212,2,305,Positive,4743,921,816,1.542
TikTok,Video,Business,Thursday,0,12,441952,8,331,Neutral,11640,2138,2092,3.591
YouTube,Story,Travel,Tuesday,0,0,229162,28,204,Neutral,1770,351,235,1.028
LinkedIn,Story,Fitness,Monday,0,14,211530,18,264,Neutral,3473,661,380,2.134
Instagram,Story,Fashion,Wednesday,0,0,465610,17,255,Positive,13191,1383,2402,3.646
LinkedIn,Reel,Tech,Friday,0,6,388553,24,457,Positive,6926,763,972,2.229
Twitter,Image,Business,Thursday,0,7,105052,23,273,Negative,665,101,78,0.803
YouTube,Carousel,Entertainment,Wednesday,0,16,340795,27,510,Neutral,1995,133,455,0.758
Twitter,Carousel,Tech,Thursday,0,21,357758,20,138,Positive,10803,2126,1303,3.978
Facebook,Story,Tech,Sunday,1,16,117335,13,127,Negative,1706,118,482,1.965
Instagram,Text,Travel,Sunday,1,10,489010,4,248,Negative,7564,967,848,1.918
YouTube,Text,Tech,Tuesday,0,12,148773,11,58,Negative,1939,303,351,1.743
TikTok,Image,Business,Monday,0,12,275032,21,405,Positive,5419,926,204,2.381
Instagram,Reel,Entertainment,Tuesday,0,3,247117,7,240,Neutral,5731,832,710,2.943
Twitter,Carousel,Fashion,Saturday,1,22,346245,20,226,Negative,7268,1003,870,2.64
Twitter,Image,Food,Thursday,0,22,450877,4,325,Negative,6136,633,1135,1.753
Twitter,Story,Entertainment,Sunday,1,5,196916,1,58,Positive,1914,249,117,1.158
YouTube,Video,Food,Friday,0,2,192573,11,232,Negative,2548,417,374,1.734
Instagram,Image,Fashion,Thursday,0,3,375793,7,583,Neutral,5272,701,927,1.836
Facebook,Image,Tech,Tuesday,0,15,476159,27,380,Neutral,3145,483,143,0.792
Facebook,Carousel,Business,Wednesday,0,0,454482,11,348,Neutral,11741,846,2261,3.267
Facebook,Image,Entertainment,Tuesday,0,2,376502,12,308,Negative,3106,338,603,1.075
YouTube,Story,Tech,Thursday,0,15,351676,12,286,Positive,6097,1204,946,2.345
YouTube,Text,Business,Tuesday,0,3,384480,9,562,Neutral,3550,397,871,1.253
Instagram,Video,Fashion,Wednesday,0,1,467996,28,558,Negative,3132,428,259,0.816
LinkedIn,Image,Tech,Monday,0,0,5814,22,251,Neutral,66,9,14,1.53
Facebook,Carousel,Food,Saturday,1,16,294531,4,555,Positive,6282,1288,1393,3.043
Facebook,Image,Travel,Sunday,1,8,17499,6,58,Positive,445,42,146,3.616
Facebook,Story,Business,Thursday,0,6,288780,2,198,Neutral,4438,419,384,1.815
Facebook,Video,Fitness,Thursday,0,15,197663,7,188,Negative,3206,557,327,2.069
Twitter,Carousel,Fashion,Sunday,1,4,152661,20,421,Neutral,1428,215,203,1.209
YouTube,Image,Fitness,Thursday,0,12,445549,29,367,Negative,1504,187,105,0.403
LinkedIn,Image,Entertainment,Friday,0,11,354958,14,288,Neutral,6333,753,1327,2.37
TikTok,Video,Fitness,Wednesday,0,16,283924,2,161,Neutral,11902,1324,1302,5.117
Twitter,Image,Fashion,Thursday,0,14,441035,1,309,Positive,5069,900,303,1.422
Instagram,Reel,Tech,Thursday,0,16,49401,12,168,Neutral,2656,403,383,6.967
Instagram,Story,Travel,Friday,0,5,323334,8,303,Positive,6405,1121,321,2.427
Facebook,Story,Travel,Friday,0,3,78543,17,210,Negative,477,83,4,0.718
Facebook,Video,Food,Thursday,0,12,116903,3,534,Positive,1678,241,379,1.966
YouTube,Reel,Tech,Monday,0,1,92985,7,450,Negative,1190,188,316,1.822
YouTube,Text,Tech,Sunday,1,10,272282,17,113,Positive,6717,944,499,2.997
YouTube,Image,Travel,Sunday,1,15,314707,8,564,Neutral,7887,1389,1094,3.295
LinkedIn,Image,Entertainment,Tuesday,0,19,378090,11,398,Positive,11769,1745,1542,3.982
LinkedIn,Text,Fitness,Wednesday,0,15,220591,6,216,Positive,3206,269,897,1.982
LinkedIn,Carousel,Travel,Sunday,1,23,469711,1,322,Negative,7355,1284,262,1.895
Twitter,Image,Entertainment,Wednesday,0,13,187101,10,125,Positive,2714,390,254,1.795
TikTok,Story,Fitness,Saturday,1,10,78719,10,37,Neutral,2969,482,71,4.474
TikTok,Reel,Business,Saturday,1,5,18739,27,258,Negative,240,29,42,1.661
TikTok,Text,Fitness,Sunday,1,16,64184,27,471,Neutral,646,74,43,1.188
LinkedIn,Story,Business,Monday,0,19,222836,13,217,Positive,6917,1059,931,3.997
Instagram,Story,Travel,Thursday,0,7,206765,8,236,Neutral,4787,770,478,2.919
TikTok,Story,Fitness,Thursday,0,1,427186,12,594,Neutral,9651,697,1699,2.82
Twitter,Video,Fitness,Saturday,1,0,63242,18,592,Positive,961,113,169,1.965
TikTok,Story,Business,Tuesday,0,15,131533,11,283,Positive,6636,1074,750,6.432
LinkedIn,Text,Entertainment,Wednesday,0,15,490224,23,36,Neutral,3869,787,619,1.076
YouTube,Reel,Food,Tuesday,0,2,14767,29,410,Neutral,103,7,27,0.927
Twitter,Story,Fitness,Saturday,1,0,212440,12,431,Positive,4002,380,587,2.339
YouTube,Image,Tech,Sunday,1,15,99518,3,549,Neutral,1700,232,476,2.42
YouTube,Carousel,Travel,Monday,0,9,267038,3,569,Neutral,6978,627,1063,3.246
Facebook,Image,Entertainment,Tuesday,0,10,486839,27,381,Positive,4054,287,1097,1.117
Twitter,Video,Fitness,Wednesday,0,6,113930,12,73,Neutral,2008,282,420,2.379
LinkedIn,Carousel,Fashion,Sunday,1,17,185498,10,157,Negative,3510,502,353,2.353
TikTok,Story,Fitness,Thursday,0,17,224838,19,432,Neutral,4629,579,1114,2.812
TikTok,Story,Food,Tuesday,0,1,399347,29,368,Neutral,2107,217,172,0.625
YouTube,Carousel,Travel,Wednesday,0,2,492354,13,267,Negative,9940,1740,33,2.379
Twitter,Video,Fashion,Friday,0,13,48719,9,247,Neutral,1184,151,205,3.162
LinkedIn,Text,Fitness,Wednesday,0,14,244599,26,428,Positive,1631,278,236,0.877
Twitter,Story,Fashion,Monday,0,3,376423,2,259,Neutral,3229,357,950,1.205
YouTube,Story,Travel,Saturday,1,3,4907,26,101,Neutral,28,5,1,0.694
Facebook,Video,Entertainment,Wednesday,0,16,403151,16,587,Neutral,6504,1188,1286,2.227
LinkedIn,Video,Business,Tuesday,0,10,121642,0,216,Positive,3440,314,342,3.367
Instagram,Reel,Food,Saturday,1,2,259440,7,174,Positive,11472,1563,484,5.211
YouTube,Video,Entertainment,Saturday,1,14,489238,21,50,Neutral,11812,1944,2687,3.361
Twitter,Video,Tech,Tuesday,0,1,317751,23,286,Negative,3200,376,412,1.255
Twitter,Image,Entertainment,Monday,0,5,494539,6,591,Negative,4188,693,559,1.1
LinkedIn,Carousel,Food,Monday,0,17,301932,20,104,Negative,4163,430,736,1.765
Twitter,Carousel,Business,Saturday,1,5,105641,30,154,Positive,325,44,78,0.423
YouTube,Text,Entertainment,Friday,0,1,346464,21,115,Neutral,3247,598,171,1.159
LinkedIn,Video,Fitness,Saturday,1,23,307824,21,65,Neutral,5814,544,1661,2.605
LinkedIn,Reel,Fitness,Friday,0,5,155701,5,366,Neutral,3774,294,464,2.911
Instagram,Reel,Business,Wednesday,0,12,38915,19,185,Neutral,1050,88,229,3.514
Instagram,Carousel,Fashion,Friday,0,19,324279,21,453,Neutral,8791,1656,608,3.409
Twitter,Video,Fashion,Saturday,1,23,288932,3,246,Positive,8412,662,961,3.473
YouTube,Text,Food,Wednesday,0,19,386926,9,385,Negative,5141,438,763,1.639
YouTube,Reel,Travel,Sunday,1,8,63397,27,62,Negative,755,116,96,1.526
LinkedIn,Carousel,Business,Sunday,1,20,269603,30,204,Positive,1861,308,279,0.908
LinkedIn,Video,Fashion,Saturday,1,0,409421,5,254,Neutral,12735,1700,2118,4.043
Twitter,Text,Travel,Sunday,1,7,445677,22,45,Neutral,3291,650,440,0.983
Facebook,Carousel,Tech,Wednesday,0,4,469817,15,257,Negative,4545,291,562,1.149
Instagram,Carousel,Tech,Monday,0,12,106372,18,287,Negative,2699,410,548,3.438
Twitter,Carousel,Entertainment,Thursday,0,21,86906,15,248,Neutral,1991,289,335,3.009
Facebook,Video,Business,Saturday,1,18,288215,26,307,Negative,3901,392,483,1.657
Facebook,Reel,Entertainment,Saturday,1,23,231624,13,480,Negative,5219,968,729,2.986
Facebook,Carousel,Food,Wednesday,0,3,117548,18,464,Negative,1647,208,122,1.682
Instagram,Carousel,Travel,Wednesday,0,18,51470,20,18,Positive,2091,212,536,5.515
LinkedIn,Text,Fitness,Thursday,0,17,72246,17,387,Negative,522,44,175,1.025
YouTube,Carousel,Fashion,Saturday,1,10,169900,27,543,Neutral,2155,165,393,1.597
TikTok,Image,Business,Monday,0,2,369875,7,524,Positive,7459,1343,807,2.598
Twitter,Story,Fitness,Wednesday,0,2,33016,29,200,Negative,75,7,7,0.271
Twitter,Image,Food,Tuesday,0,21,53046,21,471,Negative,408,75,51,1.007
Facebook,Text,Travel,Saturday,1,7,132640,29,482,Neutral,398,34,121,0.417
Instagram,Video,Food,Thursday,0,15,436933,11,225,Neutral,15912,3151,2168,4.859
LinkedIn,Video,Business,Monday,0,22,495116,14,522,Neutral,12942,2274,1836,3.444
LinkedIn,Image,Entertainment,Tuesday,0,11,220363,1,383,Positive,3042,238,583,1.753
Instagram,Story,Entertainment,Monday,0,5,22779,28,453,Negative,69,5,19,0.407
Twitter,Carousel,Business,Thursday,0,11,6463,25,450,Positive,104,17,12,2.057
Facebook,Carousel,Food,Sunday,1,5,429554,9,470,Neutral,6997,484,887,1.948
Facebook,Reel,Business,Thursday,0,4,222666,1,574,Positive,2972,297,623,1.748
TikTok,Image,Fashion,Sunday,1,19,39187,21,515,Negative,1048,171,95,3.353
LinkedIn,Text,Entertainment,Saturday,1,8,416796,20,259,Negative,5255,1007,894,1.717
LinkedIn,Carousel,Fashion,Sunday,1,16,264733,16,341,Neutral,6675,1032,431,3.074
TikTok,Text,Food,Wednesday,0,17,175204,4,392,Neutral,1563,293,255,1.205
YouTube,Image,Tech,Sunday,1,13,226333,28,515,Negative,2139,288,291,1.201
TikTok,Story,Tech,Tuesday,0,12,112921,13,241,Negative,1672,287,285,1.987
LinkedIn,Video,Food,Thursday,0,4,465811,22,194,Negative,4273,508,1237,1.292
YouTube,Reel,Travel,Friday,0,12,393988,26,445,Positive,5110,878,844,1.734
Twitter,Reel,Tech,Wednesday,0,18,99925,16,572,Neutral,1934,312,397,2.645
YouTube,Carousel,Business,Tuesday,0,4,367583,2,548,Negative,4895,631,344,1.597
TikTok,Image,Tech,Monday,0,5,90251,27,97,Positive,603,122,90,0.903
LinkedIn,Video,Entertainment,Monday,0,16,226916,20,552,Negative,3698,424,248,1.926
YouTube,Reel,Fashion,Thursday,0,23,374482,27,475,Positive,6596,954,973,2.276
LinkedIn,Story,Food,Sunday,1,9,18667,18,102,Negative,217,30,49,1.585
TikTok,Story,Fashion,Tuesday,0,19,362996,28,13,Neutral,3212,322,699,1.166
Facebook,Video,Business,Thursday,0,4,113361,26,130,Negative,685,78,179,0.831
YouTube,Text,Business,Sunday,1,13,349741,6,558,Negative,4195,752,138,1.454
LinkedIn,Image,Tech,Saturday,1,22,249834,5,455,Positive,5222,649,1402,2.911
TikTok,Reel,Tech,Monday,0,10,13550,4,349,Neutral,490,70,30,4.353
Twitter,Carousel,Fitness,Thursday,0,12,381063,24,382,Negative,3036,458,801,1.127
YouTube,Reel,Entertainment,Tuesday,0,3,130349,7,253,Positive,3798,709,591,3.911
Instagram,Reel,Tech,Tuesday,0,12,476183,13,544,Negative,9572,1670,2034,2.788
Instagram,Story,Fashion,Tuesday,0,14,420027,24,102,Positive,5810,420,1007,1.723
LinkedIn,Carousel,Travel,Friday,0,23,96820,13,195,Neutral,2354,259,417,3.13
TikTok,Carousel,Tech,Tuesday,0,4,300628,1,128,Neutral,6044,871,273,2.391
TikTok,Text,Food,Tuesday,0,8,181335,11,510,Negative,2937,257,696,2.145
Twitter,Image,Tech,Tuesday,0,15,301296,2,328,Negative,3334,474,913,1.567
LinkedIn,Image,Travel,Wednesday,0,22,278723,11,413,Neutral,6062,609,774,2.671
LinkedIn,Text,Business,Friday,0,5,148310,22,552,Positive,838,60,167,0.718
YouTube,Reel,Food,Wednesday,0,16,325875,16,125,Neutral,11650,2116,370,4.338
LinkedIn,Text,Fashion,Wednesday,0,21,130456,20,579,Neutral,1490,279,181,1.495
Twitter,Reel,Food,Thursday,0,15,453719,3,84,Negative,7626,1173,607,2.073
YouTube,Video,Travel,Friday,0,10,473304,23,455,Negative,6869,664,1933,2.0
Instagram,Carousel,Fashion,Monday,0,5,83370,13,424,Neutral,2010,352,3,2.837
YouTube,Text,Tech,Sunday,1,6,364013,8,496,Negative,4215,657,934,1.595
Instagram,Carousel,Fashion,Sunday,1,1,464723,20,103,Positive,10563,1878,371,2.757
Facebook,Image,Entertainment,Friday,0,3,63869,4,576,Positive,1003,74,293,2.145
TikTok,Image,Business,Friday,0,10,369945,15,478,Positive,14674,1209,2070,4.853
TikTok,Story,Tech,Friday,0,3,468884,13,75,Negative,8997,1277,576,2.314
YouTube,Text,Food,Thursday,0,0,112937,5,338,Positive,1964,332,66,2.091
TikTok,Video,Food,Wednesday,0,16,291393,29,492,Neutral,2538,222,530,1.129
LinkedIn,Video,Fashion,Wednesday,0,1,399023,11,291,Negative,6926,740,1396,2.271
Twitter,Image,Business,Tuesday,0,3,167014,1,234,Negative,1339,177,107,0.972
Instagram,Story,Entertainment,Saturday,1,14,119291,13,172,Negative,2220,423,178,2.365
Instagram,Image,Fashion,Wednesday,0,22,198871,29,314,Positive,1731,284,167,1.097
Facebook,Reel,Tech,Tuesday,0,17,168026,20,590,Neutral,2503,484,416,2.025
Instagram,Video,Fashion,Sunday,1,0,362839,19,368,Neutral,12147,1861,1830,4.365
LinkedIn,Carousel,Fitness,Thursday,0,4,185778,27,436,Negative,1018,186,143,0.725
TikTok,Video,Business,Friday,0,17,188448,2,469,Neutral,6806,857,847,4.516
YouTube,Reel,Food,Tuesday,0,17,472281,17,469,Neutral,11917,1020,3399,3.459
Twitter,Image,Fashion,Tuesday,0,9,289583,9,246,Positive,4418,702,686,2.005
YouTube,Carousel,Fashion,Saturday,1,22,464715,20,463,Positive,8904,1186,673,2.316
YouTube,Video,Tech,Thursday,0,21,355394,26,203,Neutral,4761,600,727,1.713
YouTube,Video,Tech,Tuesday,0,17,442660,2,354,Positive,11180,1038,1181,3.027
Twitter,Video,Food,Saturday,1,17,98089,4,188,Neutral,1706,298,317,2.366
Facebook,Story,Fitness,Wednesday,0,18,469122,29,564,Negative,1808,312,240,0.503
YouTube,Carousel,Tech,Friday,0,3,472148,15,440,Neutral,8626,962,1541,2.357
Facebook,Carousel,Fashion,Wednesday,0,16,20863,9,354,Neutral,400,75,51,2.523
Twitter,Carousel,Entertainment,Thursday,0,22,178408,4,276,Positive,5559,602,765,3.882
